label1,user_id,record_date,power_consumption,Month,one,two,three,four,label
8,123,2015/1/1,939,1,10505.17778,12501.66667,19182.96667,5816.955556,class-plant
8,251,2015/1/1,4603,1,10494.58889,15168.1,15485.55556,8133.522222,class-plant
8,1215,2015/1/1,6845,1,9840.166667,13367.42222,13315.68889,6155.466667,class-enterprise
8,1343,2015/1/1,1483,1,9471.788889,10165.64444,18486.03333,8576.255556,class-enterprise
8,1178,2015/1/1,3,1,9237.744444,13831.83333,11658.97778,6317.977778,class-enterprise
8,1218,2015/1/1,1138,1,9211.722222,11027.08889,16667.97778,5667.533333,class-enterprise
8,253,2015/1/1,6153,1,9173.088889,10774.7,9666.0,5199.111111,class-enterprise
8,1144,2015/1/1,2472,1,9156.277778,12925.12222,13585.01111,6923.377778,class-enterprise
8,880,2015/1/1,5409,1,9062.477778,14925.1,14942.02222,8616.988889,class-enterprise
8,1338,2015/1/1,9595,1,9026.744444,13094.66667,14198.95556,7693.8,class-enterprise
8,1074,2015/1/1,4928,1,8984.333333,11891.57778,12196.06667,5757.977778,class-enterprise
8,217,2015/1/1,3850,1,8816.977778,7007.677778,9122.633333,3579.966667,class-enterprise
8,1147,2015/1/1,3730,1,8711.533333,9972.666667,10590.78889,4671.722222,class-enterprise
8,186,2015/1/1,6489,1,8669.666667,10521.71111,10786.96667,5124.655556,class-enterprise
8,802,2015/1/1,3308,1,8460.577778,8141.755556,6603.155556,3754.566667,class-enterprise
8,55,2015/1/1,4225,1,8424.0,6868.977778,9903.144444,3348.677778,class-enterprise
8,1442,2015/1/1,4523,1,8415.866667,11529.11111,12179.2,8999.444444,class-enterprise
8,788,2015/1/1,1745,1,8346.166667,10411.81111,11272.56667,5203.433333,class-enterprise
8,837,2015/1/1,4920,1,8079.355556,13250.63333,13626.77778,6855.888889,class-enterprise
8,27,2015/1/1,6621,1,8014.1,5980.655556,5267.422222,2559.622222,class-enterprise
8,956,2015/1/1,197,1,7824.966667,9394.588889,8192.666667,4691.388889,class-enterprise
8,221,2015/1/1,2872,1,7743.311111,7621.644444,7839.911111,4721.077778,class-enterprise
8,1308,2015/1/1,1,1,7502.2,1149.955556,213.7333333,5496.611111,class-enterprise
8,1309,2015/1/1,1,1,7502.2,1149.955556,213.7333333,5496.611111,class-enterprise
8,88,2015/1/1,6134,1,7489.966667,5466.1,7021.666667,2729.911111,class-enterprise
8,1168,2015/1/1,4309,1,7420.666667,7809.555556,9824.466667,3812.622222,class-enterprise
8,130,2015/1/1,8772,1,7357.577778,6772.166667,5256.333333,3213.622222,class-enterprise
8,208,2015/1/1,676,1,7351.3,7374.711111,8217.4,3156.311111,class-enterprise
8,1452,2015/1/1,3511,1,7196.833333,8647.822222,6801.988889,4706.488889,class-enterprise
8,1203,2015/1/1,3260,1,7093.144444,13112.01111,8643.666667,4123.188889,class-enterprise
8,965,2015/1/1,3453,1,6930.677778,16347.17778,6740.188889,5399.255556,class-enterprise
8,34,2015/1/1,1924,1,6868.522222,10710.0,10835.84444,5405.644444,class-enterprise
8,1440,2015/1/1,4218,1,6865.955556,7011.7,7048.755556,3742.6,class-enterprise
8,41,2015/1/1,10884,1,6765.955556,6342.422222,8738.9,2601.433333,class-enterprise
8,755,2015/1/1,1492,1,6682.855556,7426.933333,8587.611111,3526.688889,class-enterprise
8,980,2015/1/1,6373,1,6585.388889,8885.111111,15582.52222,4469.177778,class-enterprise
8,202,2015/1/1,408,1,6385.422222,8144.555556,8527.922222,4304.844444,class-enterprise
8,302,2015/1/1,4341,1,6294.311111,3529.9,4338.722222,1521.344444,class-enterprise
8,25,2015/1/1,5010,1,6202.044444,4786.411111,5343.122222,2029.5,class-enterprise
8,288,2015/1/1,2808,1,6169.266667,9812.888889,9944.655556,4960.655556,class-enterprise
8,1376,2015/1/1,2589,1,5975.788889,3959.277778,6455.111111,2313.355556,class-enterprise
8,336,2015/1/1,443,1,5918.211111,7322.7,8037.644444,3852.655556,class-enterprise
8,1353,2015/1/1,2865,1,5648.033333,3402.644444,4565.911111,2049.122222,class-enterprise
8,1196,2015/1/1,3473,1,5618.677778,6899.077778,4411.166667,3716.944444,class-enterprise
8,65,2015/1/1,958,1,5591.155556,8911.633333,8543.255556,3574.711111,class-enterprise
8,964,2015/1/1,3844,1,5572.988889,10087.61111,4504.433333,4299.244444,class-enterprise
8,270,2015/1/1,1541,1,5492.744444,7197.266667,16400.23333,3524.433333,class-enterprise
8,1176,2015/1/1,543,1,5462.7,7064.288889,7784.277778,4778.988889,class-enterprise
8,942,2015/1/1,1835,1,5390.244444,7793.933333,3662.566667,1771.988889,class-enterprise
8,345,2015/1/1,1470,1,5269.211111,3987.1,7505.555556,3360.411111,class-enterprise
8,142,2015/1/1,3675,1,5162.322222,2947.655556,1159.688889,1320.722222,class-enterprise
4,967,2015/1/1,3502,1,5114.788889,5910.533333,5524.533333,2732.055556,class-enterprise
8,913,2015/1/1,3975,1,5071.766667,10287.12222,8424.133333,2451.166667,class-enterprise
8,50,2015/1/1,968,1,5065.744444,6164.9,6860.788889,4124.922222,class-enterprise
8,311,2015/1/1,822,1,5042.866667,4212.033333,6421.077778,2610.233333,class-enterprise
8,49,2015/1/1,1863,1,5002.744444,5361.166667,6108.733333,1866.677778,class-enterprise
8,723,2015/1/1,3314,1,4978.777778,3208.133333,3163.233333,1407.288889,class-enterprise
8,323,2015/1/1,14,1,4889.366667,7019.2,6273.422222,3889.411111,class-enterprise
4,78,2015/1/1,1384,1,4829.933333,6232.333333,5636.433333,2795.322222,class-enterprise
4,726,2015/1/1,2172,1,4747.033333,4546.322222,6243.833333,2440.588889,class-enterprise
4,700,2015/1/1,2526,1,4734.555556,5671.7,5761.044444,2415.8,class-enterprise
8,239,2015/1/1,5977,1,4728.355556,2653.1,5561.044444,1581.633333,class-enterprise
8,1219,2015/1/1,2658,1,4725.888889,6228.455556,4465.755556,2814.866667,class-enterprise
8,1193,2015/1/1,777,1,4660.044444,4431.188889,5070.233333,3203.522222,class-enterprise
8,1210,2015/1/1,780,1,4613.733333,3912.644444,6995.222222,2123.811111,class-enterprise
8,1359,2015/1/1,271,1,4611.655556,5980.588889,4603.111111,3635.644444,class-enterprise
4,959,2015/1/1,3952,1,4530.011111,5565.255556,6312.377778,2592.355556,class-enterprise
4,702,2015/1/1,3120,1,4526.955556,4321.477778,5260.911111,2091.577778,class-enterprise
8,1106,2015/1/1,450,1,4501.188889,8581.2,8646.733333,4117.977778,class-enterprise
4,1301,2015/1/1,290,1,4492.255556,6818.944444,6768.133333,2836.344444,class-enterprise
4,833,2015/1/1,947,1,4488.122222,4882.844444,6904.144444,2629.644444,class-enterprise
4,325,2015/1/1,1470,1,4487.1,4211.833333,5516.755556,2127.7,class-enterprise
4,13,2015/1/1,2735,1,4456.211111,6240.688889,6069.822222,2870.711111,class-enterprise
8,1029,2015/1/1,2183,1,4290.922222,3377.677778,4358.677778,864.8777778,class-enterprise
4,727,2015/1/1,3249,1,4251.955556,2995.788889,3615.711111,1460.722222,class-enterprise
4,183,2015/1/1,653,1,4238.177778,3186.766667,5266.955556,2275.577778,class-enterprise
4,1407,2015/1/1,349,1,4233.1,7065.422222,6829.211111,3149.266667,class-enterprise
4,72,2015/1/1,2980,1,4224.0,4670.766667,5172.1,2228.777778,class-enterprise
4,1220,2015/1/1,422,1,4213.877778,5273.655556,5857.211111,2927.0,class-enterprise
8,171,2015/1/1,196,1,4170.055556,8739.555556,12602.02222,7529.9,class-enterprise
4,1326,2015/1/1,321,1,4036.588889,5321.5,6064.255556,2749.977778,class-enterprise
8,252,2015/1/1,1289,1,4014.044444,8101.7,5354.311111,1544.822222,class-enterprise
4,725,2015/1/1,2196,1,3939.522222,2859.055556,4136.644444,1334.288889,class-enterprise
8,953,2015/1/1,588,1,3926.655556,7170.8,7960.366667,3746.366667,class-enterprise
8,290,2015/1/1,95,1,3917.822222,2991.555556,3234.8,43.2,class-enterprise
4,813,2015/1/1,1716,1,3893.155556,5827.422222,5504.0,2401.155556,class-enterprise
8,227,2015/1/1,77,1,3886.988889,6289.211111,7115.977778,3696.4,class-enterprise
4,376,2015/1/1,1817,1,3878.744444,3976.977778,4950.055556,1766.511111,class-enterprise
8,4,2015/1/1,206,1,3855.566667,6897.5,3995.288889,520.1444444,class-enterprise
4,738,2015/1/1,1310,1,3851.788889,1888.722222,3817.288889,1223.544444,class-enterprise
8,1257,2015/1/1,3170,1,3830.211111,2058.066667,1228.544444,896.0111111,class-enterprise
4,249,2015/1/1,1962,1,3817.822222,2977.633333,3632.977778,1376.966667,class-enterprise
4,1037,2015/1/1,4035,1,3802.488889,3315.922222,3824.533333,1568.866667,class-enterprise
4,1246,2015/1/1,680,1,3788.9,4244.777778,3532.011111,1485.144444,class-enterprise
4,981,2015/1/1,2879,1,3770.833333,2876.833333,3271.266667,1414.566667,class-enterprise
4,107,2015/1/1,1248,1,3766.855556,5723.955556,4712.644444,2436.6,class-enterprise
8,390,2015/1/1,1,1,3706.966667,2486.833333,6675.411111,1577.122222,class-enterprise
4,1117,2015/1/1,829,1,3704.4,5792.533333,4842.744444,2278.488889,class-enterprise
4,1142,2015/1/1,2215,1,3701.877778,5110.833333,4770.0,1902.566667,class-enterprise
4,1068,2015/1/1,1102,1,3668.077778,3273.233333,4264.444444,1447.888889,class-enterprise
4,856,2015/1/1,1206,1,3634.333333,2254.088889,3873.944444,1106.244444,class-enterprise
4,456,2015/1/1,1930,1,3602.355556,5000.622222,5424.544444,3125.544444,class-enterprise
4,1401,2015/1/1,2840,1,3496.555556,5949.655556,4994.533333,2504.422222,class-enterprise
4,1373,2015/1/1,659,1,3489.555556,3238.822222,4442.688889,2296.233333,class-enterprise
4,993,2015/1/1,409,1,3476.844444,2444.711111,2360.277778,1877.944444,class-enterprise
4,1221,2015/1/1,1817,1,3414.077778,2863.9,3679.611111,1157.411111,class-enterprise
4,1451,2015/1/1,2225,1,3401.833333,5092.811111,5168.6,2179.3,class-enterprise
4,998,2015/1/1,1948,1,3379.633333,3895.822222,5343.566667,2133.188889,class-enterprise
4,1149,2015/1/1,153,1,3378.455556,3179.488889,3246.322222,1151.755556,class-enterprise
8,63,2015/1/1,2282,1,3346.977778,1843.266667,88.13333333,735.7,class-enterprise
4,1054,2015/1/1,531,1,3337.933333,2323.333333,3366.255556,1035.777778,class-enterprise
4,710,2015/1/1,1752,1,3320.777778,3403.2,5408.455556,1458.1,class-enterprise
4,60,2015/1/1,4525,1,3283.866667,3495.277778,2672.666667,1001.288889,class-enterprise
8,1316,2015/1/1,84,1,3278.566667,3979.477778,4998.9,3963.466667,class-enterprise
4,1384,2015/1/1,3124,1,3277.355556,2523.688889,1795.044444,1228.955556,class-enterprise
4,1101,2015/1/1,631,1,3268.666667,5353.055556,6696.355556,2841.144444,class-enterprise
4,173,2015/1/1,372,1,3244.5,5366.755556,5501.355556,2976.622222,class-enterprise
8,1355,2015/1/1,439,1,3216.811111,19215.52222,31037.01111,12647.36667,class-enterprise
4,255,2015/1/1,287,1,3210.866667,3864.977778,4336.933333,1720.7,class-enterprise
4,1185,2015/1/1,3847,1,3209.588889,2705.4,2418.1,1392.388889,class-enterprise
4,712,2015/1/1,1133,1,3202.155556,3002.166667,3187.633333,1562.1,class-enterprise
4,733,2015/1/1,1761,1,3162.933333,1925.844444,2524.555556,837.3888889,class-enterprise
4,836,2015/1/1,2956,1,3157.1,3638.144444,3505.577778,2226.777778,class-enterprise
8,540,2015/1/1,1,1,3133.211111,5105.5,9509.122222,4803.655556,class-enterprise
4,312,2015/1/1,2082,1,3115.4,2380.755556,2902.722222,1183.211111,class-enterprise
4,1061,2015/1/1,465,1,3090.277778,4028.166667,4113.477778,1817.822222,class-enterprise
8,319,2015/1/1,140,1,3036.277778,5678.477778,6400.066667,1942.811111,class-enterprise
4,819,2015/1/1,1,1,3028.422222,2757.088889,2836.711111,1215.388889,class-enterprise
4,809,2015/1/1,53,1,2990.733333,4962.177778,6036.266667,2662.011111,class-family
4,1319,2015/1/1,95,1,2961.277778,3471.411111,3839.322222,1575.2,class-family
4,1009,2015/1/1,1422,1,2946.611111,2240.333333,3198.511111,1067.133333,class-family
4,1158,2015/1/1,884,1,2917.311111,4360.055556,4881.744444,1948.622222,class-family
4,1290,2015/1/1,881,1,2912.511111,2468.977778,2669.422222,1355.722222,class-family
4,338,2015/1/1,285,1,2890.611111,3305.355556,4425.933333,1715.188889,class-family
4,194,2015/1/1,507,1,2872.533333,2602.611111,3437.911111,1315.822222,class-family
4,1323,2015/1/1,411,1,2850.677778,5127.588889,5416.577778,2325.766667,class-family
4,1048,2015/1/1,1459,1,2841.722222,1830.066667,3125.344444,937.5777778,class-family
4,1330,2015/1/1,187,1,2812.555556,3542.511111,4767.833333,1813.522222,class-family
4,1441,2015/1/1,753,1,2811.633333,3544.344444,2933.644444,1947.744444,class-family
8,474,2015/1/1,1,1,2800.333333,1031.9,1674.888889,3868.322222,class-family
4,342,2015/1/1,344,1,2767.833333,3761.533333,3331.611111,1262.377778,class-family
4,1381,2015/1/1,706,1,2761.722222,3673.833333,4021.866667,1551.888889,class-family
4,1102,2015/1/1,240,1,2743.566667,4562.122222,4896.5,1692.533333,class-family
4,73,2015/1/1,2267,1,2742.066667,1674.1,807.0444444,764.3888889,class-family
4,133,2015/1/1,1758,1,2718.877778,1540.655556,200.1222222,496.0333333,class-family
4,1164,2015/1/1,120,1,2702.177778,3618.688889,3526.911111,1547.244444,class-family
4,52,2015/1/1,870,1,2693.822222,1985.155556,3936.8,1620.411111,class-family
4,1127,2015/1/1,1407,1,2681.866667,2536.344444,3311.255556,1330.055556,class-family
4,102,2015/1/1,740,1,2679.077778,1447.777778,2377.255556,729.9111111,class-family
4,35,2015/1/1,122,1,2664.722222,4492.544444,5805.988889,2338.955556,class-family
4,1004,2015/1/1,2488,1,2655.588889,1873.322222,1994.111111,889.2111111,class-family
4,747,2015/1/1,1681,1,2650.933333,2982.5,3832.488889,1529.222222,class-family
4,162,2015/1/1,1566,1,2645.7,3710.722222,3569.8,1757.711111,class-family
4,997,2015/1/1,1819,1,2637.755556,4130.055556,3855.144444,1753.577778,class-family
4,1335,2015/1/1,169,1,2622.188889,3277.9,3391.088889,1666.544444,class-family
4,353,2015/1/1,4,1,2574.222222,4058.144444,3604.111111,1878.622222,class-family
4,1030,2015/1/1,1599,1,2572.0,2130.4,3139.277778,1090.633333,class-family
4,392,2015/1/1,278,1,2571.6,3317.566667,3793.466667,1673.733333,class-family
4,1022,2015/1/1,1680,1,2567.822222,2145.2,3118.077778,1047.788889,class-family
4,212,2015/1/1,2351,1,2560.477778,4622.355556,3867.033333,2021.877778,class-family
4,697,2015/1/1,802,1,2558.755556,3727.644444,3571.522222,1299.066667,class-family
8,1303,2015/1/1,2180,1,2516.966667,3298.5,595.8777778,1205.066667,class-family
4,805,2015/1/1,230,1,2515.3,4007.322222,3319.755556,1730.211111,class-family
4,358,2015/1/1,273,1,2512.488889,3840.822222,4644.011111,1741.811111,class-family
4,1286,2015/1/1,1118,1,2502.611111,2873.355556,1452.844444,1156.811111,class-family
4,300,2015/1/1,261,1,2501.222222,2674.666667,3848.077778,1525.7,class-family
4,831,2015/1/1,474,1,2488.555556,3107.055556,3921.444444,1405.122222,class-family
8,1371,2015/1/1,46,1,2473.577778,7254.888889,6141.055556,4369.322222,class-family
4,711,2015/1/1,580,1,2456.588889,2156.555556,2767.566667,1092.133333,class-family
4,754,2015/1/1,686,1,2450.0,2101.4,2638.688889,1539.6,class-family
4,1348,2015/1/1,518,1,2423.455556,2434.188889,3138.388889,1345.444444,class-family
4,1065,2015/1/1,691,1,2416.133333,4461.922222,4110.322222,1942.566667,class-family
4,317,2015/1/1,79,1,2407.555556,3291.111111,2823.288889,1466.622222,class-family
8,1412,2015/1/1,217,1,2398.966667,2510.244444,3446.788889,2776.988889,class-family
4,1094,2015/1/1,1187,1,2357.788889,1780.066667,2195.733333,748.7444444,class-family
4,61,2015/1/1,641,1,2350.455556,3843.955556,4626.5,1924.188889,class-family
4,112,2015/1/1,1840,1,2345.0,4644.466667,4334.8,2376.988889,class-family
4,76,2015/1/1,1132,1,2344.4,1673.977778,2890.055556,915.9444444,class-family
8,185,2015/1/1,1178,1,2341.555556,1232.655556,1449.433333,1561.033333,class-family
4,109,2015/1/1,1379,1,2336.622222,2360.111111,2734.444444,1430.2,class-family
4,1114,2015/1/1,95,1,2287.166667,2897.722222,3243.855556,1704.655556,class-family
4,170,2015/1/1,1686,1,2278.133333,3021.344444,3418.2,1418.677778,class-family
4,1008,2015/1/1,2546,1,2275.544444,3495.844444,2167.055556,604.6,class-family
4,1404,2015/1/1,234,1,2264.766667,3929.033333,4325.222222,1190.822222,class-family
4,1183,2015/1/1,234,1,2261.833333,3099.333333,3263.533333,1416.577778,class-family
4,734,2015/1/1,1188,1,2245.533333,2119.955556,4233.422222,1115.244444,class-family
8,187,2015/1/1,1844,1,2236.155556,9400.755556,12018.88889,4904.6,class-family
4,1237,2015/1/1,1956,1,2235.588889,2441.666667,2704.411111,963.5777778,class-family
4,254,2015/1/1,2299,1,2209.366667,2028.266667,2756.055556,899.6444444,class-family
4,1447,2015/1/1,89,1,2203.977778,4013.133333,4052.511111,2397.9,class-family
4,781,2015/1/1,2009,1,2200.877778,1559.311111,1568.4,599.5444444,class-family
8,1392,2015/1/1,3245,1,2195.477778,9902.811111,15285.72222,6824.977778,class-family
4,1191,2015/1/1,834,1,2186.488889,1662.022222,2051.388889,721.5777778,class-family
4,1,2015/1/1,1135,1,2184.677778,799.7444444,1019.111111,502.1888889,class-family
4,263,2015/1/1,320,1,2180.722222,2222.933333,2571.377778,1397.955556,class-family
4,1019,2015/1/1,293,1,2166.344444,2332.355556,2433.544444,986.9222222,class-family
4,760,2015/1/1,1992,1,2155.511111,2320.322222,2725.033333,1005.844444,class-family
4,1389,2015/1/1,1459,1,2153.544444,1810.722222,1996.444444,1022.233333,class-family
4,1273,2015/1/1,311,1,2152.866667,2933.788889,2388.044444,1341.0,class-family
4,1018,2015/1/1,563,1,2150.177778,1630.433333,2307.011111,757.8444444,class-family
4,735,2015/1/1,469,1,2142.266667,1306.9,2134.555556,639.7111111,class-family
4,1126,2015/1/1,664,1,2133.566667,2039.111111,1408.8,856.6888889,class-family
4,1228,2015/1/1,245,1,2133.022222,3238.277778,4058.755556,1751.966667,class-family
4,182,2015/1/1,189,1,2125.544444,3821.8,3593.566667,1794.322222,class-family
4,351,2015/1/1,22,1,2125.2,3788.688889,3328.388889,1526.144444,class-family
4,1362,2015/1/1,1,1,2117.066667,1246.377778,2370.477778,1692.233333,class-family
4,1340,2015/1/1,532,1,2116.044444,1947.8,2770.411111,1009.233333,class-family
4,293,2015/1/1,438,1,2098.577778,1228.111111,2530.5,641.7222222,class-family
4,1443,2015/1/1,1014,1,2098.555556,1548.088889,2414.544444,696.0888889,class-family
4,789,2015/1/1,779,1,2090.066667,2868.177778,2398.155556,1182.066667,class-family
4,1449,2015/1/1,75,1,2084.855556,2268.088889,2123.955556,474.4777778,class-family
4,181,2015/1/1,176,1,2079.722222,3843.788889,3506.677778,1761.244444,class-family
8,1426,2015/1/1,315,1,2079.0,2444.844444,5730.144444,1232.166667,class-family
4,1006,2015/1/1,478,1,2078.377778,2028.155556,1946.255556,986.5555556,class-family
4,289,2015/1/1,2007,1,2074.288889,1726.733333,1801.933333,814.5444444,class-family
4,1014,2015/1/1,876,1,2063.855556,2501.177778,3235.822222,1069.066667,class-family
4,295,2015/1/1,216,1,2062.077778,2649.933333,3178.544444,1119.222222,class-family
4,932,2015/1/1,373,1,2057.677778,3355.511111,3776.533333,1400.288889,class-family
4,865,2015/1/1,697,1,2055.766667,1968.077778,1910.288889,988.3777778,class-family
4,213,2015/1/1,786,1,2044.433333,1354.4,2461.011111,672.4333333,class-family
4,1279,2015/1/1,601,1,2043.711111,1324.777778,2142.266667,709.2111111,class-family
4,905,2015/1/1,267,1,2011.922222,3431.155556,3048.755556,1910.611111,class-family
4,974,2015/1/1,1400,1,2010.055556,2232.3,3130.355556,1097.711111,class-family
4,103,2015/1/1,705,1,2005.7,1155.788889,2112.233333,614.3888889,class-family
4,990,2015/1/1,461,1,2004.366667,2148.4,1905.788889,962.9333333,class-family
4,326,2015/1/1,511,1,1982.066667,1945.822222,2097.311111,837.7777778,class-family
4,313,2015/1/1,1499,1,1980.572222,1719.122222,2556.811111,937.4111111,class-family
4,940,2015/1/1,464,1,1977.322222,2432.111111,1983.422222,1035.5,class-family
4,314,2015/1/1,101,1,1976.433333,2364.233333,2357.944444,1498.4,class-family
4,1055,2015/1/1,1292,1,1974.033333,1509.433333,929.2222222,591.2555556,class-family
4,294,2015/1/1,443,1,1969.644444,2623.966667,2293.2,796.3888889,class-family
4,955,2015/1/1,604,1,1966.6,1113.355556,1641.722222,568.7111111,class-family
4,113,2015/1/1,430,1,1966.4,1428.355556,2310.177778,688.5222222,class-family
4,1188,2015/1/1,1680,1,1962.966667,1353.211111,1403.911111,598.9333333,class-family
4,1053,2015/1/1,106,1,1959.888889,2791.211111,2080.077778,1119.766667,class-family
4,1365,2015/1/1,192,1,1954.755556,2639.633333,2646.777778,1309.077778,class-family
8,1331,2015/1/1,185,1,1947.333333,6830.3,6599.222222,1178.188889,class-family
4,923,2015/1/1,598,1,1942.111111,3945.988889,4287.977778,1902.455556,class-family
8,525,2015/1/1,1,1,1935.422222,3682.744444,3853.222222,645.5,class-family
4,386,2015/1/1,1377,1,1918.066667,3048.922222,4786.177778,1351.088889,class-family
4,985,2015/1/1,326,1,1915.488889,3471.633333,3541.588889,1606.455556,class-family
4,1231,2015/1/1,1378,1,1904.055556,1401.877778,1769.3,626.7666667,class-family
4,991,2015/1/1,437,1,1898.6,3364.911111,4536.666667,1981.366667,class-family
4,1366,2015/1/1,11,1,1890.444444,981.5555556,612.6222222,293.5222222,class-family
4,1439,2015/1/1,330,1,1881.311111,2337.566667,3162.922222,1248.022222,class-family
4,1299,2015/1/1,878,1,1866.755556,1067.011111,1866.133333,572.7555556,class-family
4,751,2015/1/1,1074,1,1857.988889,2068.2,2242.055556,1087.966667,class-family
4,244,2015/1/1,174,1,1851.344444,2111.7,2311.877778,1311.488889,class-family
4,198,2015/1/1,189,1,1837.822222,3094.677778,3168.411111,1260.211111,class-family
4,1453,2015/1/1,191,1,1822.366667,1523.188889,2035.133333,497.2888889,class-family
4,1122,2015/1/1,680,1,1817.088889,2508.8,2786.188889,955.0777778,class-family
4,946,2015/1/1,134,1,1814.522222,2087.566667,2454.788889,1144.533333,class-family
4,241,2015/1/1,880,1,1805.644444,1323.833333,1599.188889,513.3333333,class-family
